molecule_chembl_id,canonical_smiles,standard_value,binding_affinity,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
CHEMBL4463785,COc1ccccc1N1C(=O)/C(=C/c2ccc(F)cc2)S/C1=N\NC(=O)c1cc2ccccc2oc1=O,90.0,-8.695,13.419672091725733,13.419672091725733,0.12628574577979346,-0.8147862905492771,0.23364648880624056,15.513513513513514,515.5220000000002,497.3780000000003,515.095119896,184,0,0.34877565240184505,-0.49455676757491296,0.49455676757491296,0.34877565240184505,1.054054054054054,1.7837837837837838,2.5675675675675675,32.166658856005334,10.158820398498486,2.363297529408168,-2.178927172758784,2.3920581501551617,-2.3209746295547116,8.188656644031346,-0.11291011148234249,3.2192903506533095,1.5107830755847456,1646.1882112321634,25.940582342009534,19.304785175447087,20.121281756374813,17.93989204342511,10.979025959378248,11.795522540305974,7.7952766998655125,8.804375622395005,5.439381110331254,6.408201334181234,3.665118547193956,4.599254236127273,-4.699999999999999,308564653.3838884,24.01474322488597,10.115216358253926,4.867455062865795,213.58820270587157,9.154013890853395,22.713204307669038,5.1676517695780495,0.0,11.814359458703011,5.625586319077987,9.589074368143644,19.510653359707504,0.0,5.101407525739723,42.46456947923127,59.799558958691655,5.386224214464796,17.70232032985114,23.13350330667186,51.47654691529666,0.0,5.425791397110385,5.101407525739723,0.0,12.009707272128011,111.13215573148071,0.0,5.749511833283905,20.6881504008389,10.077801322358383,5.749511833283905,11.761884949391115,24.091808769558593,4.794537184071822,5.817220841045895,15.921440167465814,98.08100405075591,0.0,17.04526446294092,0.0,101.21000000000001,23.257166618826894,18.774026599890284,0.0,15.636239775165091,27.9695939557715,11.761884949391115,30.20880847751284,66.73969079144999,0.0,10.527198922850108,9.154013890853395,23.973970504621963,1.0057652104689438,40.22679465711899,4.859333008029277,2.670415759100634,-1.2008798071340885,20.731920618447255,1.5944031160571563,0.0,1.471610266623205,0.037037037037037035,37,1,8,0,1,1,2,3,1,4,0,0,7,1,10,2,5,0,1,1,0,0,6.565251986692816,5,4.762600000000004,139.8331999999999,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CHEMBL4557506,Cc1cccc(C)c1N1C(=O)/C(=C/c2ccc(F)cc2)S/C1=N\NC(=O)c1cc2ccccc2oc1=O,90.0,-10.256,13.51152016428809,13.51152016428809,0.20304500503905265,-0.7962495766085229,0.22504542992546459,15.64864864864865,513.5500000000002,493.39000000000027,513.11585534,184,0,0.34877565240184494,-0.4221480466669358,0.4221480466669358,0.34877565240184494,1.0,1.7027027027027026,2.4324324324324325,32.16665883816384,10.082243419573972,2.3631059951557627,-2.199594375639215,2.382354809765023,-2.328116058562509,8.188658588163454,-0.1129071784350516,3.1767027848593323,1.5236795760058954,1655.1623063118002,26.103719048826065,19.819186615793598,20.635683196721324,17.812570843487286,11.28332019034912,12.099816771276846,8.363843485281018,9.372942407810507,5.7764087453403885,6.745228969190371,3.9937270960801072,4.920801703802711,-4.499999999999998,257686391.45980513,24.205760930756238,9.86545745307634,4.809065391868778,214.83959959076128,4.417150937053347,16.963692474385134,5.1676517695780495,0.0,11.814359458703011,5.625586319077987,14.48898409899412,14.610743628857026,0.0,5.101407525739723,48.53093654769288,72.64120220454367,5.386224214464796,10.592522788573609,18.39664035287181,51.47654691529666,0.0,5.425791397110385,5.101407525739723,13.847474399381248,4.899909730850478,116.19269164641308,0.0,0.0,15.95128744703885,10.077801322358383,0.0,11.761884949391115,16.98201122828106,4.794537184071822,19.664695240427143,27.048343150859804,92.01463698229429,0.0,17.04526446294092,0.0,91.97999999999999,11.532766048429494,18.774026599890284,0.0,22.455503831672445,27.125218636377646,22.888787932785107,23.099010936235306,42.47422251760354,32.046575604766076,10.527198922850108,4.417150937053347,18.598720083505256,1.059536941383532,40.55975859483671,5.013751903227393,4.7080484632227515,-1.4905004095044763,19.66948155512921,1.634274620214375,3.7469282479852466,0.0,0.07142857142857142,37,1,7,0,1,1,2,3,1,4,0,0,6,1,9,2,4,0,1,1,0,0,6.454078502208465,5,5.370840000000005,142.75519999999986,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CHEMBL4457539,COc1ccc(N2C(=O)/C(=C/c3ccc(F)cc3)S/C2=N\NC(=O)c2cc3ccccc3oc2=O)cc1,90.0,-8.605,13.33029433599381,13.33029433599381,0.15468096497858408,-0.8097624097493672,0.23364648880624056,15.513513513513514,515.5220000000003,497.3780000000003,515.095119896,184,0,0.34877565240184494,-0.49676588306142005,0.49676588306142005,0.34877565240184494,1.054054054054054,1.7837837837837838,2.5135135135135136,32.16665885510063,10.15884488718438,2.3492290470108834,-2.1552808135682318,2.360520841448463,-2.3179666000745156,8.188640508377132,-0.1128937753369736,3.2224794816011104,1.482038489581571,1628.9382112321637,25.940582342009534,19.304785175447087,20.121281756374813,17.923055291019505,10.97304289523454,11.789539476162268,7.8214531560579985,8.830552078587491,5.443930006196606,6.412750230046585,3.5971573860444397,4.538354156188466,-4.699999999999998,306218252.4655213,24.01474322488598,10.11521635825393,5.001170133764141,213.58820270587157,9.154013890853395,22.713204307669038,5.1676517695780495,0.0,11.814359458703011,5.625586319077987,14.48898409899412,14.610743628857026,0.0,5.101407525739723,30.33183534230805,71.93229309561488,5.386224214464796,17.70232032985114,23.13350330667186,51.47654691529666,0.0,5.425791397110385,5.101407525739723,0.0,12.009707272128011,111.13215573148071,0.0,5.749511833283905,20.6881504008389,10.077801322358383,5.749511833283905,11.761884949391115,24.091808769558593,4.794537184071822,5.817220841045895,15.921440167465814,98.08100405075591,0.0,17.04526446294092,0.0,101.21000000000001,23.257166618826894,18.774026599890284,0.0,10.731103261275045,32.87473046966155,11.761884949391115,30.20880847751284,66.73969079144999,0.0,10.527198922850108,9.154013890853395,23.7285504149093,1.020832975229169,40.13435037430688,4.883110524562059,2.774780512287122,-0.9732434513580255,20.633566807384547,1.6024459165106713,0.0,1.5289392595016138,0.037037037037037035,37,1,8,0,1,1,2,3,1,4,0,0,7,1,10,2,5,0,1,1,0,0,6.565251986692821,5,4.7626000000000035,139.8331999999999,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CHEMBL4561204,Cc1ccc(N2C(=O)/C(=C/c3ccc(F)cc3)S/C2=N\NC(=O)c2cc3ccccc3oc2=O)c(C)c1,90.0,-9.24,13.444225663154304,13.444225663154304,0.1980015432098765,-0.7965914634908142,0.22504542992546459,15.64864864864865,513.5500000000003,493.3900000000004,513.11585534,184,0,0.34877565240184494,-0.4221480466669358,0.4221480466669358,0.34877565240184494,1.027027027027027,1.7837837837837838,2.5405405405405403,32.16665883747319,10.102023316746482,2.3560752911686493,-2.180444180001187,2.370229658071037,-2.323193718136088,8.188649714140888,-0.11290041572689447,3.177470787845721,1.508447635567512,1675.4123063118,26.10371904882607,19.819186615793598,20.635683196721324,17.79573409108168,11.277337126205412,12.09383370713314,8.41336881010862,9.42246773263811,5.706506142655772,6.675326366505754,3.9068879357003845,4.841023624633699,-4.499999999999999,252518623.91394424,24.205760930756238,9.86545745307634,4.939034277735237,214.8395995907613,4.417150937053347,16.963692474385134,5.1676517695780495,0.0,11.814359458703011,5.625586319077987,14.48898409899412,14.610743628857026,0.0,5.101407525739723,48.02802097092827,73.14411778130828,5.386224214464796,10.592522788573609,18.39664035287181,51.47654691529666,0.0,5.425791397110385,5.101407525739723,13.847474399381248,4.899909730850478,116.19269164641308,0.0,0.0,15.95128744703885,10.077801322358383,0.0,11.761884949391115,16.98201122828106,4.794537184071822,19.664695240427143,27.048343150859804,92.01463698229429,0.0,17.04526446294092,0.0,91.97999999999999,11.532766048429494,18.774026599890284,0.0,22.455503831672445,27.125218636377646,22.888787932785107,23.099010936235306,48.54058958606515,25.980208536304467,10.527198922850108,4.417150937053347,18.58234375429926,1.055031792101597,40.43124458891657,4.989788967205891,4.845689443819908,-1.4965924502542893,19.642825324502606,1.630223694288449,3.8194448851200087,0.0,0.07142857142857142,37,1,7,0,1,1,2,3,1,4,0,0,6,1,9,2,4,0,1,1,0,0,6.454078502208465,5,5.370840000000005,142.75519999999986,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CHEMBL4469426,COc1cccc(N2C(=O)/C(=C/c3ccc(F)cc3)S/C2=N\NC(=O)c2cc3ccccc3oc2=O)c1,90.0,-8.893,13.365888550531476,13.365888550531476,0.14364969135802474,-0.81194635924975,0.23364648880624056,15.513513513513514,515.5220000000003,497.3780000000003,515.095119896,184,0,0.34877565240184494,-0.4966873765595748,0.4966873765595748,0.34877565240184494,1.054054054054054,1.837837837837838,2.6216216216216215,32.16665885513441,10.1588410643773,2.3510871959287334,-2.1592204630432468,2.3651616120868133,-2.3182934381026232,8.188641507203332,-0.11289235242040734,3.2222095819542766,1.4958587443889517,1646.188211232164,25.940582342009534,19.304785175447087,20.121281756374813,17.923055291019505,10.97304289523454,11.789539476162268,7.824907479751947,8.83400640228144,5.424828312738304,6.393648536588284,3.615436374281003,4.556633144425029,-4.699999999999999,303540752.36409587,24.01474322488597,10.115216358253926,5.001170133764137,213.58820270587157,9.154013890853395,22.713204307669038,5.1676517695780495,0.0,11.814359458703011,5.625586319077987,14.48898409899412,14.610743628857026,0.0,5.101407525739723,36.39820241076966,59.799558958691655,11.452591282926406,17.70232032985114,23.13350330667186,51.47654691529666,0.0,5.425791397110385,5.101407525739723,0.0,12.009707272128011,111.13215573148071,0.0,5.749511833283905,20.6881504008389,10.077801322358383,5.749511833283905,11.761884949391115,24.091808769558593,4.794537184071822,5.817220841045895,15.921440167465814,98.08100405075591,0.0,17.04526446294092,0.0,101.21000000000001,23.257166618826894,18.774026599890284,0.0,10.731103261275045,32.87473046966155,11.761884949391115,30.20880847751284,66.73969079144999,0.0,10.527198922850108,9.154013890853395,23.82288959022329,1.0147710211265404,40.17327301627057,4.873708473024747,2.7349671951672914,-1.0698922021318529,20.68064378537069,1.5991213227842918,0.0,1.5038511314977558,0.037037037037037035,37,1,8,0,1,1,2,3,1,4,0,0,7,1,10,2,5,0,1,1,0,0,6.565251986692816,5,4.762600000000004,139.8331999999999,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CHEMBL4127059,Cc1ccc(N2C(=O)/C(=C/c3ccc(F)cc3)S/C2=N\NC(=O)c2cc3ccccc3oc2=O)cc1,90.0,-9.844,13.296332119025113,13.296332119025113,0.19050154320987667,-0.7973733564949292,0.2407162133637805,15.722222222222221,499.52300000000025,481.37900000000036,499.100205276,178,0,0.34877565240184494,-0.4221480466669358,0.4221480466669358,0.34877565240184494,1.0277777777777777,1.75,2.5,32.16665876887432,10.15862409409426,2.3483044313439136,-2.153186190605838,2.3558585491353363,-2.318095558321661,8.18863952785304,-0.1128930244886651,3.1831570663552604,1.4818599697555952,1609.1537764913844,25.23347556082299,18.896536884983224,19.71303346591095,17.385050488558722,10.860670459538746,11.677167040466474,7.9589770196201775,8.96807594214967,5.4054783156464685,6.374298539496447,3.5596999074791746,4.500896677623201,-4.499999999999999,177320845.67736,23.25163658004364,9.629977324263038,4.687050711526236,208.47465747636468,4.417150937053347,16.963692474385134,5.1676517695780495,0.0,11.814359458703011,5.625586319077987,14.48898409899412,14.610743628857026,0.0,5.101407525739723,48.02802097092827,66.72329615838228,5.386224214464796,10.592522788573609,18.39664035287181,51.47654691529666,0.0,5.425791397110385,5.101407525739723,6.923737199690624,4.899909730850478,116.6956072231777,0.0,0.0,15.95128744703885,10.077801322358383,0.0,11.761884949391115,16.98201122828106,4.794537184071822,12.740958040736519,21.48489165916281,98.08100405075591,0.0,17.04526446294092,0.0,91.97999999999999,11.532766048429494,18.774026599890284,0.0,22.455503831672445,27.125218636377646,17.325336441088112,23.099010936235306,54.60695665452676,19.056471336613843,10.527198922850108,4.417150937053347,18.522192239147742,1.0463280883978934,40.126318879805254,4.940599343698085,3.9207589711617468,-1.5062653504060857,21.237289298705456,1.6209644350291896,1.925147427794052,0.0,0.037037037037037035,36,1,7,0,1,1,2,3,1,4,0,0,6,1,9,2,4,0,1,1,0,0,6.219798139384035,5,5.062420000000005,138.01819999999992,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CHEMBL4589823,Cc1cccc(N2C(=O)/C(=C/c3ccc(F)cc3)S/C2=N\NC(=O)c2cc3ccccc3oc2=O)c1,90.0,-9.65,13.318375795429436,13.318375795429436,0.19211907911312687,-0.797234850220059,0.2407162133637805,15.722222222222221,499.52300000000025,481.3790000000003,499.100205276,178,0,0.34877565240184494,-0.4221480466669358,0.4221480466669358,0.34877565240184494,1.0277777777777777,1.8055555555555556,2.5833333333333335,32.16665876890007,10.158255578277966,2.3491292224294194,-2.1564272043598747,2.3574413694368417,-2.3185903936710908,8.18864014926019,-0.11289217628670804,3.177623307594081,1.4893742865242785,1626.4037764913846,25.23347556082299,18.896536884983224,19.71303346591095,17.385050488558722,10.860670459538746,11.677167040466472,7.962431343314126,8.971530265843619,5.373163339464006,6.341983563313985,3.6329208133005637,4.57411758344459,-4.499999999999998,174397423.72772655,23.25163658004364,9.629977324263038,4.687050711526236,208.47465747636468,4.417150937053347,16.963692474385134,5.1676517695780495,0.0,11.814359458703011,5.625586319077987,14.48898409899412,14.610743628857026,0.0,5.101407525739723,42.46456947923127,72.28674765007928,5.386224214464796,10.592522788573609,18.39664035287181,51.47654691529666,0.0,5.425791397110385,5.101407525739723,6.923737199690624,4.899909730850478,116.6956072231777,0.0,0.0,15.95128744703885,10.077801322358383,0.0,11.761884949391115,16.98201122828106,4.794537184071822,12.740958040736519,21.48489165916281,98.08100405075591,0.0,17.04526446294092,0.0,91.97999999999999,11.532766048429494,18.774026599890284,0.0,22.455503831672445,27.125218636377646,17.325336441088112,23.099010936235306,54.60695665452676,19.056471336613843,10.527198922850108,4.417150937053347,18.52940631420023,1.0479874326911662,40.176089393200336,4.949554158932246,3.853303941112575,-1.5042390226162852,21.265765730109273,1.6225588227842918,1.8929065629195012,0.0,0.037037037037037035,36,1,7,0,1,1,2,3,1,4,0,0,6,1,9,2,4,0,1,1,0,0,6.219798139384035,5,5.062420000000005,138.01819999999992,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CHEMBL4475313,O=C(N/N=C1\S/C(=C\c2ccc(F)cc2)C(=O)N1c1ccccc1Cl)c1cc2ccccc2oc1=O,90.0,-9.858,13.300655966757226,13.300655966757226,0.11110056059460827,-0.8181425807237492,0.22108835830751292,15.722222222222221,519.9410000000003,504.8210000000003,519.04558286,178,0,0.34877565240184494,-0.4221480466669358,0.4221480466669358,0.34877565240184494,1.0277777777777777,1.75,2.5277777777777777,35.495692814280474,10.15885236957287,2.358328228014082,-2.16379729019814,2.3818704317872474,-2.320156714872186,8.188661279046055,-0.11289296377903967,3.1795334428545465,1.4975028862446995,1632.57430637813,25.23347556082299,18.274501357992452,19.846926884938632,17.40188724096433,10.555635760187066,11.750096814124019,7.57483941519016,8.991138464460256,5.2066636783462075,6.495096430456776,3.483684507022193,4.638068997008562,-4.209999999999999,179735718.80978695,23.528081124400735,9.804994882452501,4.66026265234338,212.4129815888498,4.417150937053347,16.963692474385134,5.1676517695780495,0.0,11.814359458703011,5.625586319077987,14.488984098994122,14.610743628857026,0.0,5.101407525739723,54.06550936946378,59.79955895869165,5.386224214464796,15.615156102314934,18.39664035287181,63.077486805529176,0.0,5.425791397110385,5.101407525739723,0.0,4.899909730850478,116.15478904522203,0.0,0.0,15.95128744703885,10.077801322358383,0.0,23.36282483962363,16.98201122828106,4.794537184071822,5.817220841045895,15.921440167465814,98.08100405075591,5.022633313741326,17.04526446294092,0.0,91.97999999999999,23.257166618826894,18.774026599890284,0.0,15.636239775165091,27.24271543622892,11.761884949391115,35.23174507315853,54.60695665452676,0.0,10.527198922850108,16.018090827285864,18.5064608752612,7.32694299700341,39.962094191261116,5.099104917108962,2.5877913387310887,-1.635051064477209,20.515169728827523,1.581931460728358,0.0,0.0,0.0,36,1,7,0,1,1,2,3,1,4,0,0,6,1,10,2,4,0,1,1,0,0,6.408130972741014,5,5.407400000000003,138.29119999999986,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CHEMBL4531736,Cc1ccc(N2C(=O)/C(=C/c3ccc(F)cc3)S/C2=N\NC(=O)c2cc3ccccc3oc2=O)cc1C,90.0,-8.703,13.403303516517871,13.403303516517871,0.19457561728395079,-0.7967948440982349,0.22504542992546459,15.64864864864865,513.5500000000003,493.3900000000004,513.11585534,184,0,0.34877565240184494,-0.4221480466669358,0.4221480466669358,0.34877565240184494,1.0,1.7567567567567568,2.5135135135135136,32.16665883682141,10.095728665843568,2.3504139906695367,-2.165525840102046,2.3612134836346574,-2.319126721875019,8.188641529723174,-0.11289281739282742,3.193986656530316,1.5007876182388789,1675.4123063118002,26.10371904882607,19.819186615793598,20.635683196721324,17.79573409108168,11.277337126205412,12.09383370713314,8.391989721512399,9.401088644041888,5.861998789779373,6.830819013629355,3.7305492981346178,4.671746068278642,-4.499999999999999,259029673.22365704,24.205760930756238,9.86545745307634,4.939034277735237,214.8395995907613,4.417150937053347,16.963692474385134,5.1676517695780495,0.0,11.814359458703011,5.625586319077987,14.48898409899412,14.610743628857026,0.0,5.101407525739723,36.39820241076966,84.7739363414669,5.386224214464796,10.592522788573609,18.39664035287181,51.47654691529666,0.0,5.425791397110385,5.101407525739723,13.847474399381248,4.899909730850478,116.19269164641308,0.0,0.0,15.95128744703885,10.077801322358383,0.0,11.761884949391115,16.98201122828106,4.794537184071822,19.664695240427143,27.048343150859804,92.01463698229429,0.0,17.04526446294092,0.0,91.97999999999999,11.532766048429494,18.774026599890284,0.0,22.455503831672445,27.125218636377646,22.888787932785107,23.099010936235306,48.54058958606515,25.980208536304467,10.527198922850108,4.417150937053347,18.573181500145743,1.0521859871129349,40.35250109639151,4.9747808464185495,4.976060579553076,-1.5006581632143023,19.552052932687232,1.627767156117625,3.8921280647876273,0.0,0.07142857142857142,37,1,7,0,1,1,2,3,1,4,0,0,6,1,9,2,4,0,1,1,0,0,6.454078502208465,5,5.370840000000005,142.75519999999986,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CHEMBL4591646,Cc1cc(C)cc(N2C(=O)/C(=C/c3ccc(F)cc3)S/C2=N\NC(=O)c2cc3ccccc3oc2=O)c1,90.0,-10.366,13.429675871015228,13.429675871015228,0.19619315318720099,-0.7966563378233651,0.22504542992546459,15.64864864864865,513.5500000000003,493.3900000000003,513.11585534,184,0,0.34877565240184494,-0.4221480466669358,0.4221480466669358,0.34877565240184494,1.0,1.7027027027027026,2.4324324324324325,32.16665883683417,10.112947944731445,2.351067497396933,-2.1667453990131955,2.362213143438107,-2.319555262681804,8.188642122197118,-0.11289197309829592,3.1719523128766594,1.507880700377957,1655.1623063118002,26.103719048826065,19.819186615793598,20.635683196721324,17.778897338676074,11.271354062061706,12.087850642989432,8.469339990702023,9.47843891323151,5.577956651749938,6.546776875599918,3.9456081991468435,4.886804969290866,-4.499999999999998,241638096.47744653,24.205760930756238,9.86545745307634,5.074344023323615,214.83959959076128,4.417150937053347,16.963692474385134,5.1676517695780495,0.0,11.814359458703011,5.625586319077987,14.48898409899412,14.610743628857026,0.0,5.101407525739723,36.39820241076966,84.77393634146691,5.386224214464796,10.592522788573609,18.39664035287181,51.47654691529666,0.0,5.425791397110385,5.101407525739723,13.847474399381248,4.899909730850478,116.1926916464131,0.0,0.0,15.95128744703885,10.077801322358383,0.0,11.761884949391115,16.98201122828106,4.794537184071822,19.664695240427143,27.048343150859804,92.01463698229429,0.0,17.04526446294092,0.0,91.97999999999999,11.532766048429494,18.774026599890284,0.0,22.455503831672445,27.125218636377646,22.888787932785107,23.099010936235306,42.47422251760354,32.046575604766076,10.527198922850108,4.417150937053347,18.58039557519823,1.0538453314062077,40.402271609786595,4.983735661652709,4.848420364318722,-1.4986318354245023,19.67312195668364,1.6293615438727271,3.8274797925056694,0.0,0.07142857142857142,37,1,7,0,1,1,2,3,1,4,0,0,6,1,9,2,4,0,1,1,0,0,6.454078502208465,5,5.370840000000005,142.75519999999986,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
