molecule_chembl_id,canonical_smiles,standard_value,pref_name,search_term
CHEMBL80254,OC[C@H]1NC[C@@H](O)[C@@H]1O,840.0,Alpha-glucosidase MAL62,alpha_glucosidase
CHEMBL307429,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,110000.0,Alpha-glucosidase MAL62,alpha_glucosidase
CHEMBL471888,OCCN1[C@H](CO)[C@@H](O)[C@H](O)[C@H]1CO,260000.0,Alpha-glucosidase MAL62,alpha_glucosidase
CHEMBL312653,OC[C@H]1N[C@H](CO)[C@@H](O)[C@@H]1O,2000.0,Alpha-glucosidase MAL62,alpha_glucosidase
CHEMBL247666,OCCN1C[C@@H](O)[C@H](O)[C@H]1CO,78000.0,Alpha-glucosidase MAL62,alpha_glucosidase
CHEMBL1765390,CCC/C=C1/OC(=O)c2ccccc21,2350000.0,Alpha-glucosidase MAL62,alpha_glucosidase
CHEMBL404271,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,420000.0,Alpha-glucosidase MAL62,alpha_glucosidase
CHEMBL32749,COc1cc(/C=C/C(=O)O)ccc1O,300000.0,Alpha-glucosidase MAL62,alpha_glucosidase
CHEMBL66879,O=C(O)/C=C/c1ccc(O)cc1,300000.0,Alpha-glucosidase MAL62,alpha_glucosidase
CHEMBL39,NCCc1c[nH]c2ccc(O)cc12,300000.0,Alpha-glucosidase MAL62,alpha_glucosidase
CHEMBL2238167,COc1cc(CCC(=O)NCCc2c[nH]c3ccc(O)cc23)cc(OC)c1O,300000.0,Alpha-glucosidase MAL62,alpha_glucosidase
CHEMBL2238166,COc1cc(CCC(=O)NCCc2c[nH]c3ccc(O)cc23)ccc1O,300000.0,Alpha-glucosidase MAL62,alpha_glucosidase
CHEMBL2238165,O=C(CCc1ccc(O)c(O)c1)NCCc1c[nH]c2ccc(O)cc12,300000.0,Alpha-glucosidase MAL62,alpha_glucosidase
CHEMBL2238164,O=C(CCc1ccc(O)cc1)NCCc1c[nH]c2ccc(O)cc12,300000.0,Alpha-glucosidase MAL62,alpha_glucosidase
CHEMBL2234055,O=C(CCc1ccccc1)NCCc1c[nH]c2ccc(O)cc12,300000.0,Alpha-glucosidase MAL62,alpha_glucosidase
CHEMBL109341,COc1cc(/C=C/C(=O)O)cc(OC)c1O,145300.0,Alpha-glucosidase MAL62,alpha_glucosidase
CHEMBL145,O=C(O)/C=C/c1ccc(O)c(O)c1,300000.0,Alpha-glucosidase MAL62,alpha_glucosidase
CHEMBL27246,O=C(O)/C=C/c1ccccc1,300000.0,Alpha-glucosidase MAL62,alpha_glucosidase
CHEMBL1760551,COc1cc(/C=C/C(=O)NCCc2c[nH]c3ccc(O)cc23)cc(OC)c1O,66200.0,Alpha-glucosidase MAL62,alpha_glucosidase
CHEMBL1760550,COc1ccc(/C=C/C(=O)NCCc2c[nH]c3ccc(O)cc23)cc1OC,300000.0,Alpha-glucosidase MAL62,alpha_glucosidase
CHEMBL1760549,COc1ccc(/C=C/C(=O)NCCc2c[nH]c3ccc(O)cc23)cc1O,300000.0,Alpha-glucosidase MAL62,alpha_glucosidase
CHEMBL564482,COc1cc(/C=C/C(=O)NCCc2c[nH]c3ccc(O)cc23)ccc1O,99800.0,Alpha-glucosidase MAL62,alpha_glucosidase
CHEMBL559089,O=C(/C=C/c1ccc(O)c(O)c1)NCCc1c[nH]c2ccc(O)cc12,48200.0,Alpha-glucosidase MAL62,alpha_glucosidase
CHEMBL1760548,COc1ccc(/C=C/C(=O)NCCc2c[nH]c3ccc(O)cc23)cc1,300000.0,Alpha-glucosidase MAL62,alpha_glucosidase
CHEMBL1760547,O=C(/C=C/c1ccc(O)cc1)NCCc1c[nH]c2ccc(O)cc12,47200.0,Alpha-glucosidase MAL62,alpha_glucosidase
CHEMBL1760546,O=C(/C=C/c1ccccc1)NCCc1c[nH]c2ccc(O)cc12,80800.0,Alpha-glucosidase MAL62,alpha_glucosidase
CHEMBL387689,CC(C)=CCC[C@@H](C(=O)O)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3,17090.0,Alpha-glucosidase MAL62,alpha_glucosidase
CHEMBL2333938,CC(=O)O[C@]1(C)C[C@H](O)[C@@]23C[C@H]1C(C)(C)[C@@H]2C[C@H](O)[C@H]3C,,Alpha-glucosidase MAL62,alpha_glucosidase
CHEMBL2333939,CC(=O)O[C@]1(C)C[C@H](O)[C@@]23C[C@H]1C(C)(C)[C@@H]2CC[C@]3(C)O,690000000.0,Alpha-glucosidase MAL62,alpha_glucosidase
CHEMBL1974890,C[C@@H]1CC[C@H]2C(C)(C)[C@H]3C[C@@]12CC[C@@]3(C)O,130000000.0,Alpha-glucosidase MAL62,alpha_glucosidase
CHEMBL2333940,CC(=O)O[C@]1(C)CC[C@@]23C[C@H]1C(C)(C)[C@@H]2CC[C@H]3C,94000000.0,Alpha-glucosidase MAL62,alpha_glucosidase
