molecule_chembl_id,canonical_smiles,standard_value,pref_name,search_term
CHEMBL488156,OC[C@H](O)[C@H]1N[C@H](CO)[C@@H](O)[C@@H]1O,220000.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL307429,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,330000.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL488157,C[C@H](O)[C@H]1N[C@H](CO)[C@@H](O)[C@@H]1O,85000.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL407337,OCC[C@H]1N[C@H](CO)[C@@H](O)[C@@H]1O,250000.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL1561,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,9900000.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL572981,OCCN1C[C@@H](F)[C@@H](O)[C@H](O)[C@H]1CO,2100000.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL1766350,O[C@@H]1[C@@H](O)[C@H](O)[C@@H](NCc2cn(Cc3cc(OCc4ccccc4)cc(OCc4ccccc4)c3)nn2)[C@H](O)[C@H]1O,100000.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL1766470,O[C@@H]1[C@@H](O)[C@H](O)[C@@H](NCc2cn(CCC(c3ccccc3)c3ccccc3)nn2)[C@H](O)[C@H]1O,100000.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL1766473,O[C@@H]1[C@@H](O)[C@H](O)[C@@H](NCc2cn(CC34CC5CC(CC(C5)C3)C4)nn2)[C@H](O)[C@H]1O,100000.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL1766474,O[C@@H]1[C@@H](O)[C@H](O)[C@@H](NCc2cn(CCCCC3CCCCC3)nn2)[C@H](O)[C@H]1O,100000.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL1085392,CCCCCCCCn1cc(CN[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)nn1,100000.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL1082596,CCCCCCCCCCn1cc(CN[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)nn1,100000.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL1766482,CCCCCCCCCCCn1cc(CN[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)nn1,100000.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL1083795,CCCCCCCCCCN[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,100000.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL408500,CCCCCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,100000.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL1766489,OCCCCCCCCCCn1cc(CN[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)nn1,100000.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL1933096,Cl.OC[C@@H]1CNC[C@@H](O)[C@@H](O)[C@@H]1O,71000.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL2335914,O=c1cc(-c2ccc(O)c(O)c2)c2c(O)cc(O)cc2o1,208000.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL486219,COc1cc(O)c2c(-c3ccc(O)c(O)c3)cc(=O)oc2c1,62000.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL50,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,530000.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL379064,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,160000.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL2047550,C=C1C(=O)O[C@@H]2C[C@@H](C)/C=C\C(=O)[C@](C)(O)[C@H](OC(C)=O)[C@@H](OC(=O)/C(C)=C/C)[C@@H]12,280000.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL2047549,CC1(C)C=Cc2c(ccc(C(=O)CO)c2O)O1,420000.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL1765390,CCC/C=C1/OC(=O)c2ccccc21,2350000.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL404271,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,235100.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL2414740,Cc1ccc(S(=O)(=O)NC[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,101200.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL2414822,CC(=O)Oc1ccc(/C=C/C(=O)NC[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1OC(C)=O,355400.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL2414821,COc1cc(/C=C/C(=O)NC[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)ccc1O,101800.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL2414820,CC(=O)Oc1ccc(/C=C/C(=O)NC[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,142200.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL2414819,O=C(/C=C/c1ccc(O)cc1)NC[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,5600.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL2414818,O=C(/C=C/c1ccccc1)NC[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,2300.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL2414817,CC(=O)Oc1cc(C(=O)NC[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(OC(C)=O)c1OC(C)=O,225200.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL2414816,O=C(NC[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c1cccs1,324600.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL2414815,O=C(NC[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c1ccco1,534400.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL2414814,CC(=O)Oc1ccc(C(=O)NC[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,96500.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL2414813,COc1ccc(C(=O)NC[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(OC)c1,1860200.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL2414750,COc1ccc(C(=O)NC[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,231300.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL2414749,O=C(NC[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c1ccc(O)cc1,1912500.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL2414748,COc1ccccc1C(=O)NC[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,471400.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL2414747,O=C(NC[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1O,470500.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL2414746,O=C(NC[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c1ccc([N+](=O)[O-])cc1,36200.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL2414745,O=C(NC[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c1cccc([N+](=O)[O-])c1,283300.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL2414744,O=C(NC[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c1ccc(F)cc1,1517600.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL2414743,O=C(NC[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c1ccc(Cl)cc1Cl,466300.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL2414742,O=C(NC[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1,499200.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL2414741,OC[C@H]1O[C@@H](CNC/C=C/c2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O,116200.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL2414835,OC[C@H]1O[C@@H](CNCc2cccs2)[C@H](O)[C@@H](O)[C@@H]1O,373500.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL2414834,COc1ccc(C(C)NC[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1O,184400.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL2414833,COc1ccc(CNC[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(OC)c1,622100.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL2414832,COc1cc(CNC[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)ccc1O,377300.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL2414831,COc1ccc(CNC[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1O,465400.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL2414830,COc1ccc(CNC[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,457200.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL2414829,OC[C@H]1O[C@@H](CNCc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,149300.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL2414828,OC[C@H]1O[C@@H](CNCc2ccccc2O)[C@H](O)[C@@H](O)[C@@H]1O,155600.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL2414827,O=[N+]([O-])c1cccc(CNC[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1,44300.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL2414826,OC[C@H]1O[C@@H](CNCc2ccc(F)cc2)[C@H](O)[C@@H](O)[C@@H]1O,115400.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL2414825,OC[C@H]1O[C@@H](CNCc2ccc(Cl)c(Cl)c2)[C@H](O)[C@@H](O)[C@@H]1O,613300.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL2414824,OC[C@H]1O[C@@H](CNCc2ccc(Cl)cc2Cl)[C@H](O)[C@@H](O)[C@@H]1O,317600.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL2414823,OC[C@H]1O[C@@H](CNCc2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O,39200.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL3103093,COc1ccc(C(=O)N/N=C2/c3ccccc3-c3nc4ccccc4nc32)cc1O,,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL3103153,O=C(N/N=C1/c2ccccc2-c2nc3ccccc3nc21)c1ccccc1,,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL3103095,c1ccc2c(c1)/C(=N/N=C1\c3ccccc3-c3nc4ccccc4nc31)c1nc3ccccc3nc1-2,18230.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL3103094,O=C(N/N=C1/c2ccccc2-c2nc3ccccc3nc21)c1ccc(O)cc1,102130.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL3103092,O=C(N/N=C1/c2ccccc2-c2nc3ccccc3nc21)c1ccc([N+](=O)[O-])cc1,29470.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL3103091,O=C(N/N=C1/c2ccccc2-c2nc3ccccc3nc21)c1ccccc1[N+](=O)[O-],23540.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL3103090,Nc1ccccc1C(=O)N/N=C1/c2ccccc2-c2nc3ccccc3nc21,62340.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL3103089,Cc1ccc(C(=O)N/N=C2/c3ccccc3-c3nc4ccccc4nc32)cc1,500000.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL3103088,O=C(N/N=C1/c2ccccc2-c2nc3ccccc3nc21)c1ccc(I)cc1,37720.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL3103162,O=C(N/N=C1/c2ccccc2-c2nc3ccccc3nc21)c1cccc(I)c1,77450.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL3103161,O=C(N/N=C1/c2ccccc2-c2nc3ccccc3nc21)c1ccc(Cl)cc1,99850.0,"Oligo-1,6-glucosidase",alpha_glucosidase
CHEMBL3103160,O=C(N/N=C1/c2ccccc2-c2nc3ccccc3nc21)c1cccc(Cl)c1,105410.0,"Oligo-1,6-glucosidase",alpha_glucosidase
