molecule_chembl_id,canonical_smiles,standard_value,binding_affinity
CHEMBL5269400,OC[C@@H]1[C@@H](O)[C@H](O)C[S@@+]1C[C@@H](O)[C@H]1OC(c2ccccc2C(F)(F)F)OC[C@H]1O.[Cl-],220,None
CHEMBL3311519,OC[C@@H]1N[C@@H](CCCCc2cc(F)cc(F)c2)[C@H](O)[C@H]1O,220,-7.3
CHEMBL4874620,CCCCC[C@]1(CO)NC[C@H](O)[C@@H](O)[C@@H]1O.Cl,230,None
CHEMBL4855098,CCCCCCC[C@]1(CO)NC[C@H](O)[C@@H](O)[C@@H]1O.Cl,230,None
CHEMBL5287026,COc1cc2c(O)c(Oc3cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c4ccc(=O)oc4c3)c(=O)oc2cc1O,231,-7.682
CHEMBL4462061,COc1cc2cc(Oc3cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c4ccc(=O)oc4c3)c(=O)oc2cc1O,231,-7.977
CHEMBL5280680,Brc1ccc(-c2csc(-n3nc(-c4ccccc4)cc3-c3c[nH]c4ccccc34)n2)cc1,236.1,-8.997
CHEMBL3814911,CCCCCCCO[C@@H](CO)[C@H](O)C[S+]1C[C@@H](O)[C@H](O)[C@H]1CO.[Cl-],240,None
CHEMBL5082173,COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2OCCCCCCCCCCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)cc1,240,-7.176
CHEMBL4435163,Cc1cc2c(c(=O)[nH]1)C(=O)O/C2=C\c1cc(Br)cs1,240,-6.9
CHEMBL3354624,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccccc2)cc1F,250,-7.701
CHEMBL3354622,C[C@H](OCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO)c1ccc(-c2ccccc2)cc1,250,-7.517
CHEMBL2051760,CO[C@H]1O[C@H](C)[C@H](N[C@H]2C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,250,-5.586
CHEMBL5429566,O=C(O)C(F)(F)F.OC[C@H]1N[C@H](CCCCCCCCCc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,250,None
CHEMBL3354025,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccccc2)cc1,250,-7.247
CHEMBL110458,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,260,-5.051
CHEMBL3763591,CCO[C@H]([C@H](O)[C@@H](O)CO)[C@H](O)C[S+]1C[C@@H](O)[C@H](O)[C@H]1CO.[Cl-],270,None
CHEMBL3311515,Cc1ccc(CCCC[C@@H]2N[C@@H](CO)[C@H](O)[C@H]2O)cc1,280,-7.431
CHEMBL1258528,O=S(=O)([O-])O[C@@H]([C@H](O)[C@@H](O)CO)[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO,290,-5.74
CHEMBL3765363,OC[C@@H]1[C@@H](O)[C@H](O)C[S+]1C[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO.[Cl-],300,None
CHEMBL1684166,OC[C@@H]1[C@@H](O)[C@H](O)C[S@@+]1C[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO.[Cl-],300,None
CHEMBL5277322,OC[C@@H]1[C@@H](O)[C@H](O)C[S@@+]1C[C@@H](O)[C@H]1OC(c2cccc(C(F)(F)F)c2)OC[C@H]1O.[Cl-],300,None
CHEMBL4565442,Cc1ccc(C(c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4cc(Cl)c(Cl)cc4Cl)cc23)c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4cc(Cl)c(Cl)cc4Cl)cc23)cc1,300,-9.274
CHEMBL2374252,OC[C@@H](N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1,300,-6.425
CHEMBL1770628,F[B-](F)(F)F.OC[C@H](OCc1ccccc1)[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO,320,None
CHEMBL1641744,CCCCCCCC[C@@H]1N[C@@H](CO)[C@H](O)[C@H]1O,320,-6.451
CHEMBL3764559,O=[N+]([O-])c1ccccc1CO[C@H]([C@H](O)[C@@H](O)CO)[C@H](O)C[S+]1C[C@@H](O)[C@H](O)[C@H]1CO.[Cl-],320,None
CHEMBL2051763,CO[C@H]1O[C@H](CO)[C@@H](N[C@H]2C=C(CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,320,-5.29
CHEMBL1561,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,350,-4.308
CHEMBL404271,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,350,-6.512
CHEMBL1641743,CCCCCCC[C@@H]1N[C@@H](CO)[C@H](O)[C@H]1O,380,-6.105
CHEMBL478209,OC[C@H]1N[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,380,-6.292
CHEMBL5282029,OC[C@@H]1[C@@H](O)[C@H](O)C[S@@+]1C[C@@H](O)[C@H]1OC(c2ccccc2F)OC[C@H]1O.[Cl-],400,None
CHEMBL4543092,O=C(NNC(=S)Nc1ccccc1Br)c1ccc(-c2nnc(-c3ccccc3Cl)o2)cc1,400,-9.299
CHEMBL4554478,O=C(NNC(=S)Nc1cccc([N+](=O)[O-])c1)c1ccc(-c2nnc(-c3ccccc3Cl)o2)cc1,400,-8.945
CHEMBL3354625,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccccc2)c(F)c1,400,-7.096
CHEMBL4526013,COc1ccc(NC(=S)NNC(=O)c2ccc(-c3nnc(-c4ccccc4Cl)o3)cc2)cc1,400,-8.901
CHEMBL4464685,O=C(NNC(=S)Nc1ccc([N+](=O)[O-])cc1)c1ccc(-c2nnc(-c3ccccc3Cl)o2)cc1,400,-8.886
CHEMBL4550413,O=C(NNC(=S)Nc1ccc(Cl)cc1)c1ccc(-c2nnc(-c3ccccc3Cl)o2)cc1,400,-9.31
CHEMBL408500,CCCCCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,400,-5.718
CHEMBL4466929,COc1cccc(NC(=S)NNC(=O)c2ccc(-c3nnc(-c4ccccc4Cl)o3)cc2)c1,400,-8.745
CHEMBL4547036,O=C(NNC(=S)Nc1ccc(Cl)c(Cl)c1)c1ccc(-c2nnc(-c3ccccc3Cl)o2)cc1,400,-9.352
CHEMBL3354621,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCC(F)(F)COCc1ccc(-c2ccccc2)cc1,400,-7.35
CHEMBL4555448,O=C(NNC(=S)Nc1ccc(Br)cc1)c1ccc(-c2nnc(-c3ccccc3Cl)o2)cc1,400,-8.954
CHEMBL4446128,COc1ccccc1NC(=S)NNC(=O)c1ccc(-c2nnc(-c3ccccc3Cl)o2)cc1,400,-8.747
CHEMBL4553428,O=C(NNC(=S)Nc1cccc(F)c1)c1ccc(-c2nnc(-c3ccccc3Cl)o2)cc1,400,-8.79
CHEMBL4586665,O=C(NNC(=S)Nc1ccccc1F)c1ccc(-c2nnc(-c3ccccc3Cl)o2)cc1,400,-9.668
CHEMBL574645,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCC12CC3CC(CC(C3)C1)C2,400,-6.236
CHEMBL4582866,O=C(NNC(=S)Nc1ccc(F)cc1)c1ccc(-c2nnc(-c3ccccc3Cl)o2)cc1,400,-9.233
CHEMBL4443246,Cc1ccc(NC(=S)NNC(=O)c2ccc(-c3nnc(-c4ccccc4Cl)o3)cc2)cc1,400,-9.02
CHEMBL4462975,Cc1cccc(NC(=S)NNC(=O)c2ccc(-c3nnc(-c4ccccc4Cl)o3)cc2)c1,400,-8.956
CHEMBL5268739,OC[C@@H]1[C@@H](O)[C@H](O)C[S@@+]1C[C@@H](O)[C@H]1OC(c2ccccc2Cl)OC[C@H]1O.[Cl-],410,-6.151
CHEMBL5283777,OC[C@@H]1[C@@H](O)[C@H](O)C[S@@+]1C[C@@H](O)[C@H]1OC(c2ccccc2)OC[C@H]1O.[Cl-],420,None
CHEMBL3764745,OC[C@@H]1[C@@H](O)[C@H](O)C[S+]1C[C@@H](O)[C@H](OCc1cccc(C(F)(F)F)c1)[C@H](O)[C@@H](O)CO.[Cl-],450,None
CHEMBL4863963,CCCCCCCCC[C@]1(CO)NC[C@H](O)[C@@H](O)[C@@H]1O.Cl,450,None
CHEMBL1770625,CO[C@@H](CO)[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO.[Cl-],460,None
CHEMBL1086997,CCCCN1C[C@H](O)[C@@H](O)[C@@H](O)[C@H]1CO,460,-4.338
CHEMBL3814747,CO[C@@H](CO)[C@H](O)C[S+]1C[C@@H](O)[C@H](O)[C@H]1CO.[Cl-],460,None
CHEMBL3751947,OC[C@@H]1NC[C@@H](O)[C@@H]1O,490,-4.727
CHEMBL1088158,OC[C@@H]1[C@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCC12CC3CC(CC(C3)C1)C2,500,-6.329
CHEMBL3354623,C[C@@H](OCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO)c1ccc(-c2ccccc2)cc1,500,-7.287
CHEMBL1651551,CCCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,500,-5.852
CHEMBL4519690,Cc1ccc(C(c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccc([N+](=O)[O-])cc4[N+](=O)[O-])cc23)c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccc([N+](=O)[O-])cc4[N+](=O)[O-])cc23)cc1,500,-8.05
CHEMBL3814555,CCCCCO[C@@H](CO)[C@H](O)C[S+]1C[C@@H](O)[C@H](O)[C@H]1CO.[Cl-],500,None
CHEMBL1641742,CCCCCC[C@@H]1N[C@@H](CO)[C@H](O)[C@H]1O,510,-6.008
CHEMBL3763423,OC[C@@H]1[C@@H](O)[C@H](O)C[S+]1C[C@@H](O)[C@H](OCc1cccc(Cl)c1)[C@H](O)[C@@H](O)CO.[Cl-],510,None
CHEMBL4593597,O=C1NC(=O)/C(=C/c2ccc(-c3nc4ccccc4n3Cc3ccc(Cl)cc3)cc2)S1,540,-8.628
CHEMBL85398,O=C1CSC(=O)N1,540,-3.885
CHEMBL4549286,O=C1NC(=O)/C(=C\c2ccc(-n3ccc4c(Nc5ccc(F)cc5)ccnc43)cc2)S1,550,-8.363
CHEMBL4465310,Cc1nccn1-c1ccc(/C=C2/SC(=O)NC2=O)cc1,550,-6.554
CHEMBL4472969,O=C1NC(=O)/C(=C\c2ccc(-n3cnc4ccccc43)cc2)S1,550,-7.221
CHEMBL4521001,O=C(O)CN1C(=O)S/C(=C/c2ccc(-n3ccc4c(Br)ccnc43)cc2)C1=O,550,-7.192
CHEMBL4541639,O=C1NC(=O)/C(=C\c2ccc(-n3ccc4c(Nc5ccccc5OC(F)(F)F)ccnc43)cc2)S1,550,-8.062
CHEMBL4449655,CCOC(=O)CN1C(=O)S/C(=C/c2ccc(-n3ccc4c(Br)ccnc43)cc2)C1=O,550,-6.95
CHEMBL4544064,O=C1NC(=O)/C(=C\c2ccc(-n3ncc4ccccc43)cc2)S1,550,-7.547
CHEMBL4590014,O=C1NC(=O)/C(=C\c2ccc(-n3ccc4c(Br)ccnc43)cc2)S1,550,-7.545
CHEMBL4456879,O=C1NC(=O)/C(=C\c2ccc(-n3cc([N+](=O)[O-])cn3)cc2)S1,550,-7.155
CHEMBL4854197,CCCC[C@]1(CO)NC[C@H](O)[C@@H](O)[C@@H]1O.Cl,560,None
CHEMBL186291,CCCCCCCCC1NC(CO)C(O)C(O)C1O,590,-5.906
CHEMBL2177695,CCCCCCCC[C@H]1N[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,600,-6.34
CHEMBL4582990,O=C(NNC(=S)Nc1ccc(C(F)(F)F)cc1)c1ccc(-c2nnc(-c3ccccc3Cl)o2)cc1,600,-9.547
CHEMBL5290630,O=C(Sc1nccs1)c1ccc(-c2ccccc2[N+](=O)[O-])o1,645,-6.891
CHEMBL2177689,C[C@@]1(CO)NC[C@H](O)[C@H]1O,660,-4.882
CHEMBL2177692,CCC[C@H](O)[C@@H]1N[C@@H](CO)[C@H](O)[C@H]1O,680,-5.549
CHEMBL186150,CCCCCCN1CC(O)C(O)C(O)C1CO,700,-5.185
CHEMBL5271502,O=c1ccc2c(Oc3cc4oc(=O)ccc4c(-c4c(O)c(O)c(-c5c(O)c(O)c(-c6c(O)c(O)cc7oc(=O)ccc67)c6ccc(=O)oc56)c5ccc(=O)oc45)c3O)c(O)c(O)cc2o1,700,-7.888
CHEMBL5276620,OC[C@@H]1[C@@H](O)[C@H](O)C[S@@+]1C[C@@H](O)[C@H]1OC(c2cccc(F)c2)OC[C@H]1O.[Cl-],700,None
CHEMBL3763300,OC[C@@H]1[C@@H](O)[C@H](O)C[S+]1C[C@@H](O)[C@H](OCc1ccccc1Cl)[C@H](O)[C@@H](O)CO.[Cl-],700,None
CHEMBL87169,OCC1NC(CO)[C@@H](O)C(O)C1O,700,-5.545
CHEMBL4554853,O=C(NNC(=S)Nc1ccccc1Cl)c1ccc(-c2nnc(-c3ccccc3Cl)o2)cc1,700,-9.309
CHEMBL1641741,CCCCC[C@@H]1N[C@@H](CO)[C@H](O)[C@H]1O,710,-5.598
CHEMBL5203897,OC[C@@]1(c2ccc(O)cc2)NC[C@@H](O)[C@@H]1O,740,-5.375
CHEMBL1651552,CCCCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,750,-5.671
CHEMBL4555601,O=c1ccc2ccc(O)c(-c3c(OC4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc4ccc(=O)oc34)c2o1,760,-7.951
CHEMBL5266421,O=c1ccc2ccc(O)c(-c3c(O[C@@H]4OC(CO)[C@@H](O)C(O)C4O)ccc4ccc(=O)oc34)c2o1,760,-7.753
CHEMBL4543696,O=c1ccc2ccc(Oc3cc4ccc(O)c(-c5c(OC6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)ccc6ccc(=O)oc56)c4oc3=O)cc2o1,780,-8.119
CHEMBL364554,CCCCCCC1NC(CO)C(O)C(O)C1O,800,-5.874
CHEMBL1651630,CCCCCCOCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,800,-5.782
CHEMBL5396471,Oc1cc(-c2cc3cccc(Cl)c3o2)cc(O)c1O,830,-6.954
CHEMBL5090583,C[C@]1(CO)NC[C@@H](O)[C@@H]1O,830,-5.169
CHEMBL80254,OC[C@H]1NC[C@@H](O)[C@@H]1O,840,-4.537
CHEMBL1641746,CCCCCCCCC[C@@H]1N[C@@H](CO)[C@H](O)[C@H]1O,840,-6.532
CHEMBL5175772,Cc1cc(O)c2c(c1)-c1c(-c3ccc(O)cc3)c(=O)oc3c1c-2c(O)c1cccc(O)c13,890,-7.89
CHEMBL406973,OC[C@@H]1NC[C@H](O)[C@H]1O,930,-5.022
CHEMBL1603014,CC(=O)c1ccc(N2CCN(S(=O)(=O)c3ccc4c(c3)CC(=O)N4)CC2)cc1,940,-8.025
CHEMBL5183794,OC[C@]1(c2cccc(F)c2)NC[C@H](O)[C@H]1O,950,-6.181
CHEMBL5422054,N#Cc1ccc2[nH]c(-c3nnc(Nc4ccc(Cl)c(Cl)c4)s3)cc2c1,950,-7.479
CHEMBL5192700,CCCCCCCCC[C@@]1(CO)NC[C@H](O)[C@H]1O,960,-6.148
CHEMBL1651632,CCCCCCCCOCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,1000,-5.925
CHEMBL5193222,Cc1ccc([C@@]2(CO)NC[C@H](O)[C@H]2O)cc1,1000,-6.103
CHEMBL1258529,OC[C@@H]1[C@@H](O)[C@H](O)C[S@@+]1C[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO.[Cl-],1000,None
CHEMBL1651550,CCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,1000,-4.923
CHEMBL1651631,CCCCCCCOCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,1000,-6.047
CHEMBL1770627,CCCCCCCCCCCCCO[C@@H](CO)[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO.[Cl-],1000,None
CHEMBL5394863,CCCSc1nnc(C(C)c2ccc3cc(OC)ccc3c2)n1-c1ccc(F)cc1,1000,-8.959
CHEMBL4544953,O=C(Cn1cc(Cn2c3ccccc3c3ccccc32)nn1)c1ccc(O)c(Br)c1,1000,-8.61
CHEMBL5290356,CC(=O)Oc1cc2oc(-c3cccc(Cl)c3)cc2cc1-c1c[se]nn1,1030,-7.534
CHEMBL5281215,COc1ccc(-c2cc3cc(-c4c[se]nn4)c(OC(C)=O)cc3o2)cc1,1030,-6.827
CHEMBL5279361,CC(=O)Oc1cc2oc(-c3ccc(C)cc3)cc2cc1-c1c[se]nn1,1030,-7.281
CHEMBL5284867,CC(=O)Oc1cc2oc(-c3ccc(F)cc3)cc2cc1-c1c[se]nn1,1030,-7.387
CHEMBL5278906,CC(=O)Oc1cc2oc(-c3cccc(F)c3)cc2cc1-c1c[se]nn1,1030,-7.413
CHEMBL5284988,CC(=O)Oc1cc2oc(-c3ccccc3)cc2cc1-c1c[se]nn1,1030,-7.286
CHEMBL480722,CC(C)=CCC/C(C)=C/Cc1c(O)cc(O)c(C(=O)/C=C/c2ccc(O)cc2)c1O,1080,-8.563
CHEMBL4456026,O=C(N/N=C/c1ccccc1)c1cc2ccccc2oc1=O,1100,-6.993
CHEMBL4165370,COc1ccc(/C=N/NC(=O)c2cc3ccccc3oc2=O)cc1,1100,-8.096
CHEMBL5420079,CCCSc1nnc(C(C)c2ccc3cc(OC)ccc3c2)n1-c1ccc(Cl)c(Cl)c1,1100,-7.377
CHEMBL3814264,CCCCCCCCCCCCCO[C@@H](CO)[C@H](O)C[S+]1C[C@@H](O)[C@H](O)[C@H]1CO.[Cl-],1100,None
CHEMBL4447231,O=C(N/N=C/c1ccccn1)c1cc2ccccc2oc1=O,1100,-7.264
CHEMBL4450733,O=C(N/N=C/c1cccc(F)c1)c1cc2ccccc2oc1=O,1100,-7.956
CHEMBL4461307,O=C(N/N=C/c1ccccc1F)c1cc2ccccc2oc1=O,1100,-7.374
CHEMBL4549420,O=C(N/N=C/c1ccccc1[N+](=O)[O-])c1cc2ccccc2oc1=O,1100,-7.349
CHEMBL5427700,O=C(N/N=C/c1ccc(O)c(O)c1)c1cc2ccccc2oc1=O,1100,-7.768
CHEMBL4532196,O=C(N/N=C/c1cccc(O)c1O)c1cc2ccccc2oc1=O,1100,-7.445
CHEMBL3590410,O=C(N/N=C/c1ccc([N+](=O)[O-])cc1)c1cc2ccccc2oc1=O,1100,-7.072
CHEMBL4545537,O=C(N/N=C/c1ccc(F)cc1)c1cc2ccccc2oc1=O,1100,-8.073
CHEMBL4473968,Cc1ccccc1/C=N/NC(=O)c1cc2ccccc2oc1=O,1100,-8.533
CHEMBL4474453,COc1ccc(O)c(/C=N/NC(=O)c2cc3ccccc3oc2=O)c1,1100,-7.591
CHEMBL4590536,Cc1cccc(/C=N/NC(=O)c2cc3ccccc3oc2=O)c1,1100,-8.744
CHEMBL4566850,Cc1ccc(/C=N/NC(=O)c2cc3ccccc3oc2=O)cc1,1100,-7.748
CHEMBL4475749,COc1ccc(/C=N/NC(=O)c2cc3ccccc3oc2=O)c(O)c1,1100,-7.881
CHEMBL4558252,O=C(N/N=C/c1ccccc1O)c1cc2ccccc2oc1=O,1100,-7.395
CHEMBL4161936,O=C(N/N=C/c1ccc(O)cc1O)c1cc2ccccc2oc1=O,1100,-7.619
CHEMBL4176304,O=C(N/N=C/c1ccncc1)c1cc2ccccc2oc1=O,1100,-7.193
CHEMBL254339,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCCCCOc1cccc(-c2cnn[nH]2)c1,1150,-7.543
CHEMBL138007,COc1ccc(C2NC(=O)c3ccccc3N2)cc1,1150,-7.744
CHEMBL1651629,CCCCCOCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,1200,-5.274
CHEMBL405957,OC[C@@H]1N[C@@H](CO)[C@H](O)[C@H]1O,1200,-4.691
CHEMBL4435180,O=C1Nc2cc(Cl)ccc2/C1=C/c1ccc(-c2nnc(-c3cc(O)cc(O)c3)o2)cc1,1200,-8.544
CHEMBL5273406,N#C/N=c1\sccn1C(=O)c1ccc(-c2cccc(Cl)c2)o1,1200,-8.36
CHEMBL1641747,CCCCCCCCCC[C@@H]1N[C@@H](CO)[C@H](O)[C@H]1O,1200,-6.413
CHEMBL4786471,CCCCCCCC[C@@H](O)[C@H](OS(=O)(=O)[O-])[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO,1200,-6.596
CHEMBL4873613,CCCCCCCCCCCC[C@]1(CO)NC[C@H](O)[C@@H](O)[C@@H]1O.Cl,1200,None
CHEMBL3354627,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccccc2)c(C(F)(F)F)c1,1250,-7.965
CHEMBL4476267,O=c1cc(-c2cccc(OCc3cc(C(F)(F)F)ccc3C(F)(F)F)c2)oc2ccccc12,1260,-9.766
CHEMBL1182462,OC[C@@H]1[C@@H](O)[C@H](O)C[S+]1C[C@@H](O)[C@@H](O)CO,1300,-4.789
CHEMBL1684162,[O-][C@@H](CO)[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO,1300,-5.06
CHEMBL1467423,O=C1NC(c2ccc(O)cc2)Nc2ccccc21,1350,-6.966
CHEMBL1093264,O=S(=O)([O-])O[C@@H]([C@H](O)[C@H](O)[C@@H](O)CO)[C@H](O)C[S+]1C[C@@H](O)[C@H](O)[C@H]1CO,1370,-5.594
CHEMBL3972306,Cc1cc(=O)oc2cc(OCCCCn3cc(CCCCN4C[C@H](O)[C@@H](O)[C@H](O)[C@H]4CO)nn3)ccc12,1400,-7.927
CHEMBL2181097,O=C1Cc2cc(S(=O)(=O)N3CCN(c4ccc(C(=O)O)cc4)CC3)ccc2N1,1460,-7.549
CHEMBL184028,CCCCCCCCCC1NC(CO)C(O)C(O)C1O,1500,-5.713
CHEMBL4779172,CCCCCCCCCC[C@@H](O)[C@H](OS(=O)(=O)[O-])[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO,1500,-6.805
CHEMBL2051978,C[C@H]1C[C@H](N)[C@H](O)[C@@H](O)[C@H]1N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,1500,-5.388
CHEMBL3354626,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccccc2)cc1C(F)(F)F,1500,-7.591
CHEMBL5274020,C=C(C)/C=C/c1c(O)cc2oc3cc(O)c(O)c(/C=C/C(=C)C)c3c(=O)c2c1O,1500,-7.586
CHEMBL5194087,Cc1cc(O)c2c(c1)-c1c(-c3c[nH]c4ccccc34)c(=O)oc3c1c-2c(O)c1cccc(O)c13,1580,-8.673
CHEMBL239249,O=S(=O)([O-])O[C@@H](CO)[C@H](O)C[S+]1C[C@@H](O)[C@H](O)[C@H]1CO,1600,-5.782
CHEMBL2159763,O=S(=O)([O-])O[C@@H]([C@@H](O)[C@@H](O)[C@H](O)CO)[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO,1600,-5.845
CHEMBL2181103,CC(=O)c1ccc(N2CCN(S(=O)(=O)c3cc4c(cc3Cl)NC(=O)C4)CC2)cc1,1630,-7.736
CHEMBL5283240,C=C(C)/C=C/c1c(O)cc2oc3cc(O)c(O)c(C/C=C(\C)CC=C(C)C)c3c(=O)c2c1O,1700,-9.726
CHEMBL260553,CC(C)=CCc1c(O)cc2oc3cc(O)c(O)c(CC=C(C)C)c3c(=O)c2c1O,1700,-7.716
CHEMBL5195202,COc1cccc([C@]2(CO)NC[C@@H](O)[C@@H]2O)c1,1700,-5.746
CHEMBL4744484,CCCCCC[C@@H](O)[C@H](OS(=O)(=O)[O-])[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO,1700,-7.095
CHEMBL4864234,CCCCCCCCCC[C@]1(CO)NC[C@H](O)[C@@H](O)[C@@H]1O.Cl,1700,None
CHEMBL1645621,CCC[C@@H]1N[C@@H](CO)[C@H](O)[C@H]1O,1700,-5.546
CHEMBL5076041,COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2OCCCCCCCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)cc1,1780,-6.992
CHEMBL1082047,O[C@H]1[C@H]2[C@H](O)[C@H](O)CN2[C@H](O)C[C@H]1O,1800,-4.601
CHEMBL450152,C=C(C)[C@@H]1CC[C@]2(C(=O)NCC(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)Cc6c([nH]c7ccccc67)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,1800,-3.821
CHEMBL3765431,OC[C@@H]1[C@@H](O)[C@H](O)C[S+]1C[C@@H](O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)CO.[Cl-],1900,None
CHEMBL5282251,OC[C@@H]1[C@@H](O)[C@H](O)C[S@@+]1C[C@@H](O)[C@H]1OC(c2cccc(Cl)c2)OC[C@H]1O.[Cl-],1900,None
CHEMBL5274943,OC[C@@H]1[C@@H](O)[C@H](O)C[S@@+]1C[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)CO,1900,-4.988
CHEMBL5269485,O=C(Sc1nccs1)c1ccc(-c2ccccc2Cl)o1,1935,-6.622
CHEMBL1651628,CCCCOCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,2000,-5.696
CHEMBL4757822,CCCCCCCC[C@@H](O)[C@H](O)[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO.CS(=O)(=O)[O-],2000,None
CHEMBL4473640,Cn1cc(-c2nnc(-c3ccc(C(c4c[nH]c5ccccc45)c4c[nH]c5ccc(Cl)cc45)cc3)o2)c2ccccc21,2000,-9.907
CHEMBL5412678,Cn1cc(-c2nnc(-c3ccc(C(c4cn(Cl)c5ccccc45)c4cn(Cl)c5ccccc45)cc3)o2)c2ccccc21,2000,-9.597
CHEMBL1651549,CCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,2000,-4.933
CHEMBL362754,CCCN1CC(O)C(O)C(O)C1CO,2000,-4.358
CHEMBL312653,OC[C@H]1N[C@H](CO)[C@@H](O)[C@@H]1O,2000,-4.82
CHEMBL4472850,Cc1cc2nnn(CC(=O)c3ccc(Cl)c(Cl)c3)c2cc1C,2040,-7.93
CHEMBL4529174,COc1ccc(NC(=O)Cn2cc(COc3cc(O)c4c(=O)c5ccc(OC)cc5oc4c3)nn2)c(OC)c1,2060,-8.983
