molecule_chembl_id,canonical_smiles,standard_value,binding_affinity
CHEMBL5281867,Cl.O=[N+]([O-])c1ccc(C2OC[C@@H](O)[C@@H]([C@H](O)C[S@+]3C[C@@H](O)[C@H](O)[C@H]3CO)O2)cc1,4500,None
CHEMBL5287516,O=C(Sc1nccs1)c1ccc(-c2ccc(Cl)cc2)o1,4562,-7.619
CHEMBL3980365,CN(C)c1cccc2c(S(=O)(=O)NCCOCCn3cc(CCCCN4C[C@H](O)[C@@H](O)[C@H](O)[C@H]4CO)nn3)cccc12,4600,-7.635
CHEMBL3764813,OC[C@@H]1[C@@H](O)[C@H](O)C[S+]1C[C@@H](O)[C@H](OCc1ccc(C(F)(F)F)cc1)[C@H](O)[C@@H](O)CO.[Cl-],4600,None
CHEMBL3222197,CCCC(=O)N[C@@H]1C[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,4700,-5.69
CHEMBL5410420,O=C(NNS(=O)(=O)c1ccc(Br)cc1)c1cc2cc(F)ccc2[nH]1,4700,-9.062
CHEMBL5278121,O=c1ccc2c(-c3c(O)c(O)c(-c4c(O)c(O)cc5oc(=O)ccc45)c4oc(=O)ccc34)c(O)c(O)cc2o1,4700,-9.624
CHEMBL1409618,Cc1ccc(C(=O)Cn2nnc3ccccc32)cc1,4780,-7.787
CHEMBL1253491,COc1ccccc1C(=O)n1nnc2ccccc21,4790,-7.019
CHEMBL1795466,COc1cc(-c2ccc(O)cc2)c(OC)c(O)c1-c1ccc(O)cc1,4790,-6.998
CHEMBL4211682,C=C(C)C(O)Cc1c(O)c(C/C=C(\C)CCC=C(C)C)c2oc3ccc(O)cc3c(=O)c2c1O,4800,-8.356
CHEMBL4757019,CCC[C@@H](O)[C@H](OS(=O)(=O)[O-])[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO,4800,-5.1
CHEMBL5279273,Cc1ccc(NC(=O)Cn2cc(COc3ccc(C4Nc5ccccc5C(=O)N4Nc4ccccc4)cc3)nn2)c(C)c1,4800,-10.475
CHEMBL3397482,O=C(O)CC1Oc2ccccc2-c2ccc3c(c21)C(=O)C(=O)N3Cc1ccc(C(F)(F)F)cc1,4800,-8.548
CHEMBL4443784,Cc1ccc(C(=O)n2nnc3ccccc32)cc1C,4800,-6.862
CHEMBL4449860,O=C(Cn1nnc2ccccc21)c1ccccc1O,4870,-7.247
CHEMBL1438482,O=C(Cn1nnc2ccccc21)c1ccccc1,4910,-6.679
CHEMBL3785103,O=C(Nc1c(F)cccc1F)O/N=C1\N[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,4930,-6.518
CHEMBL4515373,O=C(Cn1nnc2ccccc21)c1ccc(-c2ccccc2)cc1,4980,-8.148
CHEMBL1321017,O=C(Nc1nccs1)c1ccc(-c2ccc([N+](=O)[O-])cc2)o1,4987,-7.731
CHEMBL5268563,C=C(C)/C=C/c1c(O)cc2oc3cc(O)c(OC)c(/C=C/C(=C)C)c3c(=O)c2c1O,5000,-7.061
CHEMBL2259858,COc1ccc(/C=C/C(=O)c2ccc3occc3c2O)cc1OC,5000,-7.547
CHEMBL5268812,COc1ccc(NC(=O)Cn2cc(COc3ccc(C4Nc5ccccc5C(=O)N4Nc4ccccc4)cc3OC)nn2)cc1,5000,-10.523
CHEMBL4757984,CCC[C@@H](O)[C@H](O)[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO.CS(=O)(=O)[O-],5000,None
CHEMBL177114,CCOC(=O)CC(=O)OCC,5000,-4.365
CHEMBL2414822,CC(=O)Oc1ccc(/C=C/C(=O)NC[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1OC(C)=O,5100,-6.977
CHEMBL597186,CO[C@@H]1O[C@H](Cn2cc(C3(O)CCCCC3)nn2)[C@H]2OC(C)(C)O[C@@H]12,5200,-6.905
CHEMBL4533056,O=C(c1c(F)cccc1F)n1nnc2ccccc21,5230,-6.809
CHEMBL4472998,O=C(Cn1cc(COc2cc(O)c3c(=O)c4ccc(Br)cc4oc3c2)nn1)Nc1ccc(O)c(O)c1,5230,-9.327
CHEMBL5273846,O=C(Sc1nccs1)c1ccc(-c2ccc(Br)cc2)o1,5283,-7.307
CHEMBL1288725,O=C(c1ccccc1)n1nnc2ccccc21,5290,-7.592
CHEMBL184574,O=c1c2c(O)cc(O)cc2oc2c(O)ccc(O)c12,5300,-6.46
CHEMBL4543481,Cc1cccc2nc(-c3ccc(Cl)cc3)[nH]c12,5300,-6.792
CHEMBL4482888,COc1ccc(O)c(-c2nc3cccc(C)c3[nH]2)c1,5300,-6.659
CHEMBL4474005,Cc1cccc2nc(-c3cc(O)ccc3O)[nH]c12,5300,-6.96
CHEMBL4567754,Cc1cccc2nc(-c3cccs3)[nH]c12,5300,-6.502
CHEMBL4556298,Cc1cccc2nc(-c3ccc(O)c(O)c3)[nH]c12,5300,-6.955
CHEMBL4453302,Cc1cccc2nc(-c3ccccc3Cl)[nH]c12,5300,-6.627
CHEMBL4469378,Cc1cccc2nc(-c3cccc(O)c3O)[nH]c12,5300,-6.744
CHEMBL4483473,Cc1cccc2nc(-c3ccccc3[N+](=O)[O-])[nH]c12,5300,-6.634
CHEMBL4521147,Cc1cccc2nc(-c3cccc(F)c3)[nH]c12,5300,-7.133
CHEMBL4460277,Cc1cccc2nc(-c3ccccc3F)[nH]c12,5300,-7.496
CHEMBL4447344,Cc1cccc2nc(-c3ccc(O)cc3O)[nH]c12,5300,-6.768
CHEMBL4555802,Cc1cccc2nc(-c3ccc(F)cc3)[nH]c12,5300,-7.234
CHEMBL3222196,CC(=O)N[C@@H]1C[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,5300,-5.028
CHEMBL4438176,Cc1ccc(-c2csc(N/N=C3\C(=O)Nc4ccc(F)cc43)n2)cc1,5300,-8.488
CHEMBL4513279,COc1ccc(-c2csc(N/N=C3\C(=O)N(C)c4ccccc43)n2)cc1,5300,-7.433
CHEMBL4453617,CN1C(=O)/C(=N\Nc2nc(-c3ccc(F)cc3)cs2)c2ccccc21,5300,-8.833
CHEMBL4525043,Cc1ccc(-c2csc(N/N=C3\C(=O)N(C)c4ccccc43)n2)cc1,5300,-8.103
CHEMBL4465548,COc1ccc(-c2csc(N/N=C3\C(=O)N(Cc4ccccc4F)c4ccc(C)cc43)n2)cc1,5300,-8.29
CHEMBL4461266,O=C1Nc2ccc(F)cc2/C1=N/Nc1nc(-c2ccc(F)cc2)cs1,5300,-8.889
CHEMBL3409200,O=C1Nc2ccccc2/C1=N/Nc1nc(-c2ccc(F)cc2)cs1,5300,-8.749
CHEMBL3409203,Cc1ccc(-c2csc(N/N=C3\C(=O)Nc4ccccc43)n2)cc1,5300,-8.358
CHEMBL4549579,Cc1ccc(-c2csc(N/N=C3\C(=O)N(Cc4ccccc4F)c4ccc(C)cc43)n2)cc1,5300,-9.466
CHEMBL4529445,Cc1cccc2nc(-c3ccccc3O)[nH]c12,5300,-7.434
CHEMBL4579201,Cc1cccc2nc(-c3cccc(O)c3)[nH]c12,5300,-6.935
CHEMBL4439784,Cc1cccc2nc(-c3ccc(O)cc3)[nH]c12,5300,-7.02
CHEMBL4475487,COc1ccc(-c2nc3cccc(C)c3[nH]2)c(O)c1,5300,-6.966
CHEMBL4473648,Cc1cccc2nc(-c3cccc(Cl)c3)[nH]c12,5300,-7.172
CHEMBL4550935,COc1ccc(-c2nc3cccc(C)c3[nH]2)cc1O,5300,-6.956
CHEMBL4565093,Cc1cccc2nc(-c3ccncc3)[nH]c12,5300,-6.582
CHEMBL4545784,Cc1ccc2c(c1)/C(=N/Nc1nc(-c3ccc(O)cc3)cs1)C(=O)N2,5300,-8.579
CHEMBL4446848,Cc1cc(C)c2c(c1)/C(=N/Nc1nc(-c3ccc(Br)cc3)cs1)C(=O)N2,5300,-8.262
CHEMBL4460518,Cc1ccc2c(c1)/C(=N/Nc1nc(-c3ccc(O)cc3)cs1)C(=O)N2Cc1ccccc1F,5300,-7.343
CHEMBL3409199,O=C1Nc2ccccc2/C1=N/Nc1nc(-c2ccc(Cl)cc2)cs1,5300,-8.979
CHEMBL4550316,O=C1Nc2ccc(Cl)cc2/C1=N/Nc1nc(-c2ccc(Br)cc2)cs1,5300,-7.819
CHEMBL4468486,Cc1cc(C)c2c(c1)/C(=N/Nc1nc(-c3ccc(F)cc3)cs1)C(=O)N2,5300,-9.935
CHEMBL4538319,Cc1ccc(-c2csc(N/N=C3\C(=O)Nc4c(C)cc(C)cc43)n2)cc1,5300,-7.732
CHEMBL3407639,O=C(N/N=C/c1ccc(Cl)cc1)c1ccc(-c2nc3ccccc3s2)cc1,5310,-6.843
CHEMBL2418233,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,5310,-7.311
CHEMBL5284892,O=C(Sc1nccs1)c1ccc(-c2cccc(F)c2)o1,5392,-7.429
CHEMBL5271893,COc1cc(C2Nc3ccccc3C(=O)N2Nc2ccccc2)ccc1OCc1cn(CC(=O)NCc2ccc(C)cc2)nn1,5400,-9.681
CHEMBL1709767,COc1cc(O)c2c(=O)c3c(O)c(O)ccc3oc2c1OC,5420,-6.452
CHEMBL4289618,O=C1NC(=S)S/C1=C\c1ccc(OCN2C(=O)c3ccccc3C2=O)c(Cl)c1,5440,-8.03
CHEMBL3407624,O=C(N/N=C/c1ccccc1O)c1ccc(-c2nc3ccccc3s2)cc1,5550,-7.35
CHEMBL3407627,O=C(N/N=C/c1ccc(O)cc1O)c1ccc(-c2nc3ccccc3s2)cc1,5580,-6.912
CHEMBL3765775,OC[C@@H]1[C@@H](O)[C@H](O)C[S+]1C[C@@H](O)[C@H](OCc1ccc(Cl)cc1)[C@H](O)[C@@H](O)CO.[Cl-],5600,None
CHEMBL2414819,O=C(/C=C/c1ccc(O)cc1)NC[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,5600,-7.633
CHEMBL4466646,CCCCOc1ccc(C(=O)n2nnc3ccccc32)cc1,5600,-7.227
CHEMBL4532649,O=C(c1ccc(F)c(F)c1Cl)n1nnc2ccccc21,5630,-6.562
CHEMBL597996,CO[C@@H]1O[C@H](Cn2cc(COc3ccccc3)nn2)[C@H]2OC(C)(C)O[C@@H]12,5700,-7.74
CHEMBL2177693,CCC[C@@H](O)[C@@H]1N[C@@H](CO)[C@H](O)[C@H]1O,5700,-5.43
CHEMBL323197,COc1c(O)cc2oc3cc(O)c(CC=C(C)C)c(O)c3c(=O)c2c1CC=C(C)C,5700,-7.506
CHEMBL5432769,COc1cccc(NC(=O)Cn2nc3c(c2C)N(C)Sc2ccccc2-3)c1,5800,-7.508
CHEMBL2114189,CC[C@H]1NC[C@@H](O)[C@@H]1O,5800,-4.871
CHEMBL4567979,O=C(Cn1cc(COc2cc(O)c3c(=O)c4ccc(Br)cc4oc3c2)nn1)Nc1ccc(O)cc1O,5870,-10.502
CHEMBL5279024,O=C(Nc1nccs1)c1ccc(-c2cccc(Cl)c2)o1,5871,-7.622
CHEMBL557057,O=C1Nc2ccccc2C1(c1c[nH]c2ccccc12)c1c[nH]c2ccccc12,5900,-7.827
CHEMBL4590423,O=C1Nc2ccc(Br)cc2C1(c1c[nH]c2ccccc12)c1c[nH]c2ccccc12,5900,-8.067
CHEMBL4435550,CC(C)n1cc(C2(c3cn(C(C)C)c4ccccc34)C(=O)Nc3ccccc32)c2ccccc21,5900,-8.32
CHEMBL4436361,CC(C)Cn1cc(C2(c3cn(CC(C)C)c4ccccc34)C(=O)Nc3ccccc32)c2ccccc21,5900,-8.464
CHEMBL2011865,O=C1Nc2ccc(Cl)cc2C1(c1c[nH]c2ccccc12)c1c[nH]c2ccccc12,5900,-8.683
CHEMBL4550304,CCCCn1cc(C2(c3cn(CCCC)c4ccccc34)C(=O)Nc3ccccc32)c2ccccc21,5900,-8.353
CHEMBL564411,Cn1cc(C2(c3cn(C)c4ccccc34)C(=O)Nc3ccccc32)c2ccccc21,5900,-7.671
CHEMBL4445238,O=C1Nc2ccccc2C1(c1cn(Cc2ccccc2)c2ccccc12)c1cn(Cc2ccccc2)c2ccccc12,5900,-8.991
CHEMBL4440702,Cc1ccc2c(c1)C(c1c[nH]c3ccccc13)(c1c[nH]c3ccccc13)C(=O)N2,5900,-8.626
CHEMBL4436320,O=C1Nc2ccccc2C1(c1cn(Cc2ccccc2F)c2ccccc12)c1cn(Cc2ccccc2F)c2ccccc12,5900,-9.714
CHEMBL4575035,O=C1Nc2ccccc2C1(c1cn(Cc2ccccc2Cl)c2ccccc12)c1cn(Cc2ccccc2Cl)c2ccccc12,5900,-10.443
CHEMBL4460080,O=C1Nc2ccccc2C1(c1cn(Cc2ccc(Br)cc2)c2ccccc12)c1cn(Cc2ccc(Br)cc2)c2ccccc12,5900,-7.104
CHEMBL4564310,O=C1Nc2ccccc2C1(c1cn(Cc2cccc(F)c2)c2ccccc12)c1cn(Cc2cccc(F)c2)c2ccccc12,5900,-9.426
CHEMBL4443865,CCCn1cc(C2(c3cn(CCC)c4ccccc34)C(=O)Nc3ccccc32)c2ccccc21,5900,-8.312
CHEMBL5428724,COC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)Cc5c([nH]c6cc([N+](=O)[O-])ccc56)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,5910,0.553
CHEMBL5273810,O=C(Sc1nccs1)c1ccc(-c2ccccc2F)o1,5970,-7.561
CHEMBL30707,O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12,6000,-7.173
CHEMBL456583,OC[C@H]1NCC[C@H](O)[C@@H]1O,6000,-4.907
CHEMBL5290636,CC1(C)C=Cc2c(ccc3c2OC2c4ccc(O)cc4OCC32)O1,6000,-7.727
CHEMBL394682,C=C1CC[C@@H]2[C@](C)(COC(=O)c3cccnc3)[C@H](OC(=O)c3cccnc3)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C\c2ccc(Cl)cc2)OC1=O,6000,-8.207
CHEMBL5281806,COc1cc(C2Nc3ccccc3C(=O)N2Nc2ccccc2)ccc1OCc1cn(CC(=O)Nc2ccc([N+](=O)[O-])cc2)nn1,6000,-10.598
CHEMBL401628,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCOc1cccc(-c2cnn[nH]2)c1,6070,-7.464
CHEMBL3222198,CCCCCC(=O)N[C@@H]1C[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,6100,-6.075
CHEMBL4439490,O=C(Cn1cc(COc2cc(O)c3c(=O)c4ccc(O)cc4oc3c2)nn1)Nc1ccc(O)c(O)c1,6130,-10.077
CHEMBL4476389,C(=N/Nc1nc(-c2ccc(-c3ccccc3)cc2)cs1)\c1cccc2ccccc12,6200,-9.288
CHEMBL4583678,O=C(N/N=C/c1ccc(Cl)cc1)c1nc(-c2cc3ccccc3oc2=O)cs1,6200,-8.1
CHEMBL4468721,COc1ccccc1/C=N/NC(=O)c1nc(-c2cc3ccccc3oc2=O)cs1,6200,-8.009
CHEMBL4456697,O=C(N/N=C/c1cccc(Cl)c1)c1nc(-c2cc3ccccc3oc2=O)cs1,6200,-8.595
CHEMBL4453289,O=C(N/N=C/c1cccc(Br)c1)c1nc(-c2cc3ccccc3oc2=O)cs1,6200,-8.498
CHEMBL4576919,O=C(N/N=C/c1ccccc1O)c1nc(-c2cc3ccccc3oc2=O)cs1,6200,-8.995
CHEMBL4573047,O=C(N/N=C/c1ccc(O)cc1)c1nc(-c2cc3ccccc3oc2=O)cs1,6200,-8.151
CHEMBL4574133,CC(C)(C)c1cc(/C=N/NC(=O)c2nc(-c3cc4ccccc4oc3=O)cs2)c(O)c(C(C)(C)C)c1,6200,-9.592
CHEMBL4444658,O=C(N/N=C/c1cc(O)ccc1O)c1nc(-c2cc3ccccc3oc2=O)cs1,6200,-7.767
CHEMBL4516889,O=C(N/N=C/c1ccc(O)c(O)c1)c1nc(-c2cc3ccccc3oc2=O)cs1,6200,-7.658
CHEMBL5416871,N#Cc1ccc(S(=O)(=O)NNC(=O)c2cc3cc(F)ccc3[nH]2)cc1,6200,-8.763
CHEMBL4435153,O=C(N/N=C/c1ccc(C(F)(F)F)cc1)c1nc(-c2cc3ccccc3oc2=O)cs1,6200,-8.426
CHEMBL4538234,COc1ccc(/C=N/NC(=O)c2nc(-c3cc4ccccc4oc3=O)cs2)cc1,6200,-8.347
CHEMBL4452388,O=C(N/N=C/c1cccc(F)c1)c1nc(-c2cc3ccccc3oc2=O)cs1,6200,-9.187
CHEMBL4521797,O=C(N/N=C/c1ccccc1F)c1nc(-c2cc3ccccc3oc2=O)cs1,6200,-8.949
CHEMBL4553656,COc1ccc(/C=N/NC(=O)c2nc(-c3cc4ccccc4oc3=O)cs2)c(O)c1,6200,-7.912
CHEMBL4553128,O=C(N/N=C/c1ccc(O)c(F)c1)c1nc(-c2cc3ccccc3oc2=O)cs1,6200,-8.052
CHEMBL4460908,O=C(N/N=C/c1cc(Cl)ccc1O)c1nc(-c2cc3ccccc3oc2=O)cs1,6200,-8.66
CHEMBL4129528,O=C(N/N=C/c1cc(Cl)cc(Cl)c1O)c1nc(-c2cc3ccccc3oc2=O)cs1,6200,-9.007
CHEMBL5266469,O=C(Nc1nccs1)c1ccc(-c2cccc(F)c2)o1,6227,-7.66
CHEMBL3918889,O=c1ccc2nc3ccc(OCCCCn4cc(CCCCN5C[C@H](O)[C@@H](O)[C@H](O)[C@H]5CO)nn4)cc3oc-2c1,6300,-8.101
CHEMBL5270724,COc1ccc(-c2ncc(NC(=O)Cn3cc(COc4ccc(-c5nc6ccccc6[nH]5)cc4)nn3)s2)cc1,6310,-8.516
CHEMBL5268558,O=c1ccc2cc(O)c(O)c(-c3c(O)c(O)cc4ccc(=O)oc34)c2o1,6400,-7.517
CHEMBL4516081,O=C(c1ccc(O)cc1)C1Cc2c(ccc3ccccc23)O1,6500,-7.562
CHEMBL5175783,OC[C@@]1(c2cccc(F)c2)NC[C@@H](O)[C@@H]1O,6500,-5.465
CHEMBL2159632,O=S(=O)([O-])O[C@@H]([C@@H](O)[C@@H](O)[C@@H](O)CO)[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO,6500,-5.046
CHEMBL3407617,COc1ccc(O)c(/C=N/NC(=O)c2ccc(-c3nc4ccccc4s3)cc2)c1,6500,-7.546
CHEMBL4294091,O=C1NC(=S)S/C1=C\c1ccc(OCN2C(=O)c3ccccc3C2=O)c([N+](=O)[O-])c1,6590,-8.183
CHEMBL4204289,COc1cc(-c2ccc(OCCBr)cc2)c(OC)c(OCCBr)c1-c1ccc(O)cc1,6670,-6.67
CHEMBL454551,COc1ccc([C@@H]2N[C@@H](CO)[C@H](O)[C@H]2O)cc1O,6700,-5.963
CHEMBL5282594,COc1cc(C2Nc3ccccc3C(=O)N2Nc2ccccc2)ccc1OCc1cn(CC(=O)Nc2ccc(Cl)cc2)nn1,6700,-10.535
CHEMBL3358659,N[C@@H]1C[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,6800,-4.95
CHEMBL5273304,CC(C)=CC/C(C)=C/Cc1c(O)cc2oc3c(O)ccc(O)c3c(=O)c2c1O,6900,-8.53
CHEMBL5266990,O=C(Sc1nccs1)c1ccc(-c2ccc(F)cc2F)o1,6935,-8.075
CHEMBL3407623,COc1ccc(/C=N/NC(=O)c2ccc(-c3nc4ccccc4s3)cc2)c(O)c1,6970,-7.77
CHEMBL3786889,CSc1ccc(NC(=O)O/N=C2\N[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,7030,-5.97
CHEMBL4474751,O=C(Cn1cc(COc2cc(O)c3c(=O)c4cc(O)ccc4oc3c2)nn1)Nc1ccc(O)c(O)c1,7060,-9.772
CHEMBL187043,O=c1c2c(O)cc(O)cc2oc2ccc(O)c(O)c12,7090,-6.425
CHEMBL3407632,O=C(N/N=C/c1ccc(F)cc1)c1ccc(-c2nc3ccccc3s2)cc1,7120,-7.319
CHEMBL4211872,COc1c(Br)c(-c2ccc(O)cc2)c(OC)c(O)c1-c1ccc(O)cc1,7140,-6.415
CHEMBL5277625,CCc1ccc(NC(=O)Cn2cc(COc3ccc(C4Nc5ccccc5C(=O)N4Nc4ccccc4)cc3OC)nn2)cc1,7200,-10.805
CHEMBL4128298,O=C(Cn1c(Cc2ccc(Br)cc2)nc2ccccc2c1=O)NNC(=O)c1cc2ccccc2oc1=O,7300,-9.22
CHEMBL3358658,N[C@H]1C[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,7300,-5.453
CHEMBL5413190,O=C(NNS(=O)(=O)c1cccc(Cl)c1)c1cc2cc(F)ccc2[nH]1,7400,-8.355
CHEMBL3787212,O=C(Nc1ccc2nsnc2c1)O/N=C1\N[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,7400,-6.222
CHEMBL1628264,N[C@H]1C[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,7500,-4.172
CHEMBL4079099,CC1(C)CCc2cc(CC3=C(c4ccc(O)cc4)[C@@](O)(C(=O)O)OC3=O)ccc2O1,7630,-7.919
CHEMBL2414817,CC(=O)Oc1cc(C(=O)NC[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(OC(C)=O)c1OC(C)=O,7700,-6.382
CHEMBL4281051,CCOc1cc(/C=C2\SC(=S)NC2=O)ccc1OCN1C(=O)c2ccccc2C1=O,7720,-8.317
CHEMBL5286921,C=C(C)/C=C/c1cc(O)c(O)c2oc3c(C/C=C(/C)CC=C(C)C)c(OC)cc(O)c3c(=O)c12,7800,-7.532
CHEMBL50,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,7800,-7.294
CHEMBL4292355,O=C1NC(=S)S/C1=C\c1ccc(OCN2C(=O)c3ccccc3C2=O)cc1,7910,-7.782
CHEMBL5283167,O=C(Cn1cc(COc2ccc(C3Nc4ccccc4C(=O)N3Nc3ccccc3)cc2)nn1)Nc1ccc(Br)cc1,8000,-10.286
CHEMBL3407634,O=C(N/N=C/c1ccccc1)c1ccc(-c2nc3ccccc3s2)cc1,8050,-8.295
CHEMBL3407638,O=C(N/N=C/c1ccc(O)c(Br)c1)c1ccc(-c2nc3ccccc3s2)cc1,8070,-7.097
CHEMBL5084733,C=C1C(=O)O[C@@H]2/C=C(\C)[C@@H](O)C/C=C(\C)C[C@@H](OC(=O)/C(=C\C)COC(C)=O)[C@@H]12,25000,-7.448
CHEMBL5077500,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\CO)C[C@@H](OC(=O)/C(C)=C/C)[C@@H]12,25000,-6.953
CHEMBL5088957,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\C)C[C@@H](OC(=O)/C(=C/C)COC(C)=O)[C@@H]12,25000,-7.626
CHEMBL5178321,C=CCc1cc(-c2cc(CC=C)c3oc(SCc4nnc(-c5ccccc5C)o4)nc3c2)c2oc(SCc3nnc(-c4ccccc4C)o3)nc2c1,25000,-10.618
CHEMBL5075131,C=C1C(=O)O[C@@H]2/C=C(\C)C[C@H](O)/C=C(\C)C[C@@H](OC(=O)/C(=C\C)COC(C)=O)[C@@H]12,25000,-6.93
CHEMBL2207950,N#C/C=C1\C=C(c2ccc(F)cc2)N=C2Sc3ccccc3N21,25030,-7.899
CHEMBL5277400,CCc1ccc(NC(=O)Cn2cc(COc3ccc(-c4nc5ccccc5[nH]4)cc3)nn2)cc1,25200,-9.736
CHEMBL5282285,COc1cccc(NC(=S)Nc2ccc(C(c3c(O)c4ccccc4oc3=O)c3c(O)c4ccccc4oc3=O)cc2)c1,25310,-11.438
CHEMBL4580552,CC(C)=CCC/C(C)=C/CCC(C)(O)CCc1c(O)c(O)cc2oc3cc(O)cc(O)c3c(=O)c12,25400,-8.558
CHEMBL1782240,CC(C)=CCc1c(O)c(CC=C(C)C)c2oc3ccc(O)cc3c(=O)c2c1O,25500,-7.82
CHEMBL4284072,O=C1NC(=O)/C(=C/c2ccc(OCN3C(=O)c4ccccc4C3=O)cc2)S1,25600,-7.607
CHEMBL4097932,Cc1ccc(NC(=O)Cn2cc(CSc3nnc(-c4ccccc4)c(-c4ccccc4)n3)nn2)c(C)c1,25690,-9.614
CHEMBL1795464,COc1cc(-c2ccc(O)cc2)c(OC)c(O)c1-c1ccc(O)c(CC=C(C)C)c1,25700,-7.101
CHEMBL3577522,CCN(CCCCOc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)cc3o2)cc1)Cc1ccccc1OC,25780,-7.949
CHEMBL5209522,C=CCc1cc(-c2cc(CC=C)c3oc(SCc4nnc(-c5ccccc5Br)o4)nc3c2)c2oc(SCc3nnc(-c4ccccc4Br)o3)nc2c1,25800,-9.414
CHEMBL3103159,O=C(N/N=C1/c2ccccc2-c2nc3ccccc3nc21)c1ccccc1Cl,25910,-9.467
CHEMBL4476560,COc1ccc(NC(=O)Cn2cc(COc3cc(OC(C)=O)c4c(=O)c5ccc(Br)cc5oc4c3)nn2)cc1OC,26110,-8.904
CHEMBL5270813,C=Cc1cc2oc3cc(O)cc(O)c3c(=O)c2c(OC)c1O,26300,-6.673
CHEMBL3407630,O=C(N/N=C/c1ccc([N+](=O)[O-])cc1)c1ccc(-c2nc3ccccc3s2)cc1,26380,-7.03
CHEMBL5266858,Cc1ccc(-c2ccc(C(=O)Nc3nccs3)o2)cc1,26495,-7.814
CHEMBL4217851,C=CCOc1ccc(-c2cc(OC)c(-c3ccc(O)cc3)c(O)c2OC)cc1,26500,-7.305
CHEMBL1508503,O=C(Nc1nccs1)c1ccc(-c2ccccc2[N+](=O)[O-])o1,26943,-7.625
CHEMBL5440693,COc1cc(-c2[nH]c3ccccc3c2/C=N/NC(=S)Nc2ccccc2)cc(OC)c1OC,27000,-8.731
CHEMBL3264731,O=c1oc2ccc(Cl)cc2c(O)c1C(c1cccc([N+](=O)[O-])c1)c1c(O)c2cc(Cl)ccc2oc1=O,27070,-9.895
CHEMBL5277933,COc1cc(/C=C/C(=O)C2=C(/C=C/c3ccc(O)c(OC)c3)Oc3[nH]c(=O)[nH]c(=O)c3C2c2c(Cl)cccc2Cl)ccc1O,27600,-8.559
CHEMBL4082380,O=C(Cn1cc(CSc2nnc(-c3ccccc3)c(-c3ccccc3)n2)nn1)Nc1ccccc1,27710,-9
CHEMBL396677,C=C1CC[C@@H]2[C@](C)(COC(=O)c3cccnc3)[C@H](OC(=O)c3cccnc3)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C\C(C)=C\CCC/C=C/C)OC1=O,28000,-7.934
CHEMBL490011,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\C)C[C@@H](OC(=O)/C(=C/CO)CO)[C@@H]12,28000,-6.755
CHEMBL5079023,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\CC(=O)O)C[C@@H](OC(=O)/C(C)=C/C)[C@@H]12,28000,-6.871
CHEMBL5276823,COc1c(O)cc2oc3cc(O)c(C/C=C(\C)CO)c(O)c3c(=O)c2c1C/C=C(/C)CC=C(C)C,28000,-8.029
CHEMBL521162,C=C1C(=O)O[C@@H]2/C=C(\C)C[C@H](O)/C=C(\C)C[C@@H](OC(=O)/C(=C\C)CO)[C@@H]12,28000,-6.569
CHEMBL3593565,Cc1cc(O)cc(O)c1C(=O)O[C@H]1[C@@H]2COC(/C=C/C(=O)O)=CC2=CC(=O)[C@]1(C)O,28000,-7.046
CHEMBL3407635,O=C(N/N=C/c1ccc(F)c(Br)c1)c1ccc(-c2nc3ccccc3s2)cc1,28020,-7.447
CHEMBL2203334,N#C/C=C1\C=C(c2ccc(Br)cc2)N=C2Sc3ccccc3N21,28160,-7.57
